# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		4393		2305		1292
1		3810		4473		1412
2		3641		6540		1493
3		3557		8589		1519
4		3458		10602		1560
5		3428		12563		1607
6		3378		14525		1649
7		3357		16460		1662
8		3350		18391		1650
9		3343		20344		1672
10		3331		22297		1704
11		3303		24221		1703
12		3321		26139		1742
13		3289		28066		1732
14		3266		29976		1721
15		3251		31888		1715
16		3246		33805		1739
17		3267		35717		1751
18		3266		37626		1752
19		3258		39524		1758
20		3229		41411		1758
21		3247		43315		1766
22		3283		45207		1739
23		3230		47123		1776
24		3249		49014		1733
25		3235		50922		1763
26		3237		52791		1730
27		3249		54676		1757
28		3242		56579		1743
29		3222		58469		1743
30		3210		60362		1759
31		3177		62237		1741
32		3186		64109		1752
33		3165		65969		1754
34		3185		67852		1764
35		3155		69718		1775
36		3193		71573		1739
37		3152		73421		1753
38		3160		75253		1747
39		3156		77099		1711
40		3142		78944		1756
41		3134		80780		1760
42		3150		82630		1775
43		3136		84456		1771
44		3167		86319		1794
45		3149		88144		1816
46		3139		89985		1786
47		3110		91839		1821
48		3128		93666		1766
49		3102		95473		1780
50		3102		97288		1783
51		3133		99095		1740
52		3097		100904		1755
53		3089		102675		1764
54		3082		104482		1758
55		3048		106295		1769
56		3090		108095		1769
57		3129		109885		1772
58		3138		111713		1761
59		3125		113542		1748
60		3114		115356		1717
61		3081		117171		1734
62		3068		118945		1755
63		3047		120716		1719
64		3041		122483		1733
65		3041		124280		1712
66		3071		126053		1723
67		3046		127837		1744
68		3046		129622		1733
69		3094		131425		1735
70		3061		133218		1769
71		3071		135001		1770
72		3045		136813		1762
73		3058		138601		1778
74		3062		140400		1774
75		3038		142172		1754
76		3014		143943		1716
77		3050		145716		1770
78		3067		147502		1781
79		3045		149276		1753
80		3044		151036		1736
81		3066		152823		1745
82		3072		154612		1778
83		3050		156398		1757
84		3055		158174		1755
85		3036		159935		1749
86		3030		161676		1753
87		3033		163452		1781
88		3023		165205		1774
89		3039		166973		1768
90		3010		168708		1765
91		3022		170452		1744
92		3031		172176		1726
93		3027		173931		1742
94		3037		175681		1762
95		3037		177450		1756
96		3059		179230		1751
97		3039		180970		1763
98		3037		182737		1781
99		3031		184503		1754
100		3045		186251		1746
101		3028		188024		1761
102		3048		189768		1771
103		3043		191535		1768
104		3099		193336		1769
105		3066		195141		1760
106		3074		196949		1771
107		3070		198721		1765
108		3055		200487		1766
109		3050		202267		1768
110		3056		204048		1748
111		3062		205845		1754
112		3059		207638		1764
113		3055		209415		1790
114		3081		211188		1751
115		3098		212977		1772
116		3089		214784		1766
117		3054		216570		1758
118		3035		218340		1749
119		3048		220125		1758
120		3004		221894		1760
121		3021		223663		1736
122		3053		225441		1781
123		3043		227227		1799
124		3028		228982		1788
125		3049		230767		1788
126		3037		232521		1780
127		3037		234274		1794
