# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		87728		2168		2144
1		60907		3362		2048
2		50238		4029		2041
3		46250		4394		2028
4		44169		4648		2026
5		43403		4825		2023
6		42801		4955		2021
7		42462		5030		2016
8		42263		5097		2019
9		42097		5150		2017
10		41921		5192		2012
11		41880		5228		2025
12		41769		5263		2026
13		41667		5287		2027
14		41606		5305		2028
15		41590		5327		2025
16		41576		5342		2027
17		41569		5354		2029
18		41531		5365		2025
19		41530		5373		2021
20		41512		5382		2018
21		41500		5389		2019
22		41469		5394		2019
23		41451		5400		2019
24		41456		5405		2018
25		41441		5412		2023
26		41441		5417		2025
27		41443		5421		2024
28		41435		5427		2026
29		41429		5433		2024
30		41427		5435		2024
31		41427		5438		2023
32		41440		5440		2022
33		41395		5447		2019
34		41381		5459		2016
35		41383		5465		2016
36		41382		5468		2018
37		41381		5469		2018
38		41382		5471		2018
39		41382		5474		2020
40		41377		5476		2022
41		41383		5481		2023
42		41389		5485		2023
43		41382		5494		2023
44		41381		5497		2020
45		41378		5498		2019
46		41375		5499		2019
47		41371		5500		2018
48		41371		5500		2018
49		41387		5507		2016
50		41351		5515		2014
51		41351		5518		2017
52		41322		5522		2020
53		41328		5524		2020
54		41323		5527		2018
55		41320		5530		2019
56		41318		5531		2020
57		41317		5533		2019
58		41316		5534		2018
59		41317		5535		2018
60		41310		5541		2018
61		41309		5543		2019
62		41306		5545		2020
63		41317		5547		2020
64		41317		5547		2020
65		41317		5548		2020
66		41317		5548		2020
67		41318		5550		2019
68		41319		5554		2021
69		41319		5554		2021
70		41336		5555		2021
71		41335		5556		2023
72		41335		5556		2023
73		41325		5558		2022
74		41304		5559		2020
75		41304		5559		2020
76		41302		5560		2021
77		41302		5560		2021
78		41302		5560		2021
79		41302		5560		2021
80		41302		5560		2021
81		41302		5560		2021
82		41302		5560		2021
83		41302		5560		2021
84		41302		5560		2021
85		41302		5560		2021
86		41302		5560		2021
87		41301		5561		2021
88		41301		5561		2021
89		41301		5561		2021
90		41301		5561		2021
91		41301		5561		2021
92		41301		5561		2021
93		41301		5561		2021
94		41301		5561		2021
95		41300		5562		2020
96		41300		5562		2020
97		41300		5562		2020
98		41300		5562		2020
99		41300		5562		2020
100		41312		5564		2019
101		41312		5564		2019
102		41312		5564		2019
103		41312		5564		2019
104		41312		5564		2019
105		41312		5564		2019
106		41312		5564		2019
107		41312		5564		2019
108		41312		5564		2019
109		41312		5564		2019
110		41312		5564		2019
111		41312		5564		2019
112		41312		5564		2019
113		41312		5564		2019
114		41312		5564		2019
115		41312		5564		2019
116		41312		5564		2019
117		41311		5565		2020
118		41311		5565		2020
119		41311		5565		2020
120		41310		5566		2019
121		41310		5566		2019
122		41310		5566		2019
123		41310		5566		2019
124		41310		5566		2019
125		41310		5566		2019
126		41310		5566		2019
127		41310		5566		2019
128		41310		5566		2019
129		41310		5566		2019
130		41310		5566		2019
131		41307		5567		2018
132		41315		5569		2019
133		41315		5569		2019
134		41296		5572		2018
135		41292		5574		2019
136		41297		5575		2019
137		41297		5577		2019
138		41298		5578		2019
139		41291		5580		2019
140		41292		5584		2020
141		41292		5584		2020
142		41292		5584		2020
143		41292		5584		2020
144		41287		5585		2022
145		41287		5585		2022
146		41287		5585		2022
147		41287		5585		2022
148		41287		5585		2022
149		41287		5585		2022
150		41287		5585		2022
151		41287		5585		2022
152		41287		5585		2022
153		41287		5585		2022
154		41287		5585		2022
155		41287		5585		2022
156		41287		5585		2022
157		41287		5585		2022
158		41287		5585		2022
159		41287		5585		2022
160		41287		5585		2022
161		41287		5585		2022
162		41287		5585		2022
163		41287		5585		2022
164		41285		5586		2023
165		41285		5586		2023
166		41289		5587		2021
167		41289		5587		2021
168		41289		5587		2021
169		41289		5587		2021
170		41297		5589		2023
171		41289		5593		2022
172		41289		5593		2022
173		41295		5595		2021
174		41290		5601		2020
175		41290		5604		2021
176		41292		5608		2022
177		41290		5610		2020
178		41290		5610		2020
179		41290		5610		2020
180		41289		5611		2021
181		41289		5611		2021
182		41289		5611		2021
183		41289		5611		2021
184		41289		5611		2021
185		41289		5611		2021
186		41289		5611		2021
187		41287		5612		2021
188		41287		5612		2021
189		41287		5612		2021
190		41287		5612		2021
191		41287		5612		2021
192		41287		5612		2021
193		41287		5612		2021
194		41287		5612		2021
195		41290		5614		2021
